id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,basin,region,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_class,waterpoint_type,year_recorded
7471,0.0,2011-07-08,RULENGE DIOCESE,0.0,RULENGE DIOCESE,30.55847115,-2.63793849,LAKE VICTORIA,KAGERA,NGARA,0,False,PARASTATAL,False,0.0,HANDPUMP,PARASTATAL,NEVER PAY,COLORED,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2011
48430,0.0,2011-08-18,DWE/NORAD,1544.0,DWE,32.05246427,-8.576642,LAKE RUKWA,RUKWA,SUMBAWANGA RURAL,250,True,VWC,False,1978.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,DRY,SURFACE,OTHER,2011
34984,0.0,2013-02-26,KILIWATER,1568.0,KILIWATER,37.5954162,-3.0398242000000004,INTERNAL,KILIMANJARO,ROMBO,1,True,COMPANY,True,2008.0,GRAVITY,COMMERCIAL,MONTHLY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
8786,0.0,2013-02-22,DANIDA,460.0,UNKNOWN,37.82652307,-10.59814469,RUVUMA / SOUTHERN COAST,RUVUMA,TUNDURU,1,False,VWC,False,1998.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2013
2751,0.0,2011-03-20,WORLD BANK,0.0,RHOBI,36.7290757,-6.08237465,WAMI / RUVU,DODOMA,KONGWA,0,True,VWC,False,0.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,SALTY,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2011
60578,0.0,2013-03-26,WORLD VISION,1743.0,DWE,36.64460624,-3.26651078,PANGANI,ARUSHA,ARUSHA RURAL,150,True,VWC,True,1990.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2013
17632,0.0,2011-03-06,MOSHA,-13.0,MOSHA,38.95942473,-5.43216164,PANGANI,TANGA,PANGANI,20,True,PRIVATE OPERATOR,False,1998.0,OTHER,COMMERCIAL,NEVER PAY,GOOD,SEASONAL,GROUNDWATER,OTHER,2011
20077,20.0,2011-03-12,DISTRICT COUNCIL,56.0,DWE,38.95024077,-5.48127396,PANGANI,TANGA,PANGANI,300,True,VWC,False,2008.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2011
49407,0.0,2011-07-09,MD,0.0,DW,31.53385047,-1.99382647,LAKE VICTORIA,KAGERA,MULEBA,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,IMPROVED SPRING,2011
20427,0.0,2012-10-29,TASAF,0.0,DWE,33.039211800000004,-2e-08,LAKE VICTORIA,SHINYANGA,BARIADI,0,True,WUG,False,0.0,HANDPUMP,USER-GROUP,OTHER,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2012
71368,0.0,2011-07-27,HESAWA,1285.0,DWE,32.97394076,-2.05974657,LAKE VICTORIA,MWANZA,UKEREWE,400,True,VWC,True,1995.0,OTHER,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2011
71308,0.0,2013-02-16,GOVERNMENT OF TANZANIA,1574.0,DWE,35.67747354,-4.41607502,INTERNAL,MANYARA,BABATI,360,True,VWC,True,2003.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
18764,0.0,2011-02-18,PRIVATE INDIVIDUAL,1865.0,DWE,35.16670453,-8.33285855,RUFIJI,IRINGA,MUFINDI,40,True,VWC,True,2000.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
9785,100.0,2013-02-15,JUMUIYA YA DAR AL BER_UAE,1403.0,DAE AL BER_UAE,36.38519711,-5.47093233,WAMI / RUVU,MANYARA,KITETO,2800,False,COMPANY,False,2010.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,SALTY,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
1743,500.0,2011-04-21,PO,439.0,PO,37.12442410000001,-6.68275685,WAMI / RUVU,MOROGORO,KILOSA,80,True,VWC,True,1976.0,HANDPUMP,USER-GROUP,MONTHLY,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2011
49976,0.0,2011-08-02,RU,786.0,DWE,30.55822758,-7.04199599,LAKE TANGANYIKA,RUKWA,NKASI,1,False,VWC,False,1994.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
5142,0.0,2012-10-25,CARITAS,0.0,CARTAS,33.88004592,-4.35492187,INTERNAL,TABORA,IGUNGA,0,True,PRIVATE OPERATOR,False,0.0,OTHER,COMMERCIAL,NEVER PAY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2012
13224,0.0,2013-01-25,GOVERNMENT OF TANZANIA,47.0,DWE,38.84554437,-8.84371392,RUVUMA / SOUTHERN COAST,LINDI,KILWA,1000,True,VWC,True,1985.0,HANDPUMP,USER-GROUP,UNKNOWN,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
38073,0.0,2013-03-27,GOVERNMENT OF TANZANIA,1653.0,DWE,36.60476369,-3.26325854,PANGANI,ARUSHA,ARUSHA RURAL,200,True,VWC,True,1970.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,OTHER,2013
35711,200.0,2013-03-26,GOVERNMENT OF TANZANIA,1524.0,GOVERNMENT,37.90504792,-4.3920315,PANGANI,KILIMANJARO,SAME,350,True,WATER AUTHORITY,True,1976.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
3988,0.0,2011-08-18,HESAWA,0.0,DWE,33.01194758,-2e-08,LAKE TANGANYIKA,MWANZA,GEITA,0,True,VWC,True,0.0,OTHER,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2011
9205,0.0,2013-02-04,GOVERNMENT OF TANZANIA,1384.0,DWE,30.8280643,-3.02736495,LAKE TANGANYIKA,KIGOMA,KIBONDO,200,True,VWC,False,2010.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
46171,20.0,2011-03-03,W.B,-2.0,DWE,38.77998708,-8.00385814,RUFIJI,PWANI,RUFIJI,1,True,VWC,True,2009.0,MOTORPUMP,USER-GROUP,PER BUCKET,SALTY,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2011
15001,30.0,2011-03-03,KAZIPOMBE,180.0,DWE,38.8428806,-5.16086642,PANGANI,TANGA,MUHEZA,150,True,VWC,False,2007.0,GRAVITY,USER-GROUP,PER BUCKET,SALTY,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2011
33206,0.0,2013-03-21,PETER TESHA,1370.0,DWE,37.36771696,-3.25675659,PANGANI,KILIMANJARO,MOSHI RURAL,60,True,VWC,True,2000.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
46425,0.0,2011-07-16,UNKNOWN,0.0,DW,31.542369800000003,-1.66907509,LAKE VICTORIA,KAGERA,MULEBA,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
74099,50.0,2011-03-12,PRIVATE INDIVIDUAL,182.0,WU,38.35122104,-6.64382622,WAMI / RUVU,PWANI,BAGAMOYO,15,False,WUA,True,2010.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
14041,2000.0,2011-07-27,TA,1840.0,TANZ,31.41921148,-7.77836979,LAKE RUKWA,RUKWA,NKASI,350,True,VWC,False,2003.0,HANDPUMP,USER-GROUP,ANNUALLY,SALTY,ENOUGH,GROUNDWATER,HAND PUMP,2011
43989,0.0,2012-11-07,HESAWA,0.0,DWE,33.01194758,-2e-08,LAKE VICTORIA,MWANZA,MAGU,0,True,VWC,True,0.0,OTHER,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2012
28795,0.0,2011-08-05,UNKNOWN,0.0,UNKNOWN,31.79138314,-1.33524721,LAKE VICTORIA,KAGERA,BUKOBA URBAN,0,True,VWC,False,0.0,GRAVITY,USER-GROUP,UNKNOWN,UNKNOWN,UNKNOWN,SURFACE,COMMUNAL STANDPIPE,2011
50777,50.0,2011-03-20,PRIVATE,85.0,DAWASCO,38.86397112,-6.73642378,WAMI / RUVU,PWANI,KIBAHA,1,False,WATER AUTHORITY,True,1998.0,MOTORPUMP,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
3325,0.0,2011-07-06,KKKT,0.0,KKKT,33.02885345,-9.29535621,LAKE NYASA,MBEYA,MBOZI,0,True,VWC,False,0.0,HANDPUMP,USER-GROUP,ON FAILURE,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
42215,0.0,2011-02-26,GOVERNMENT OF TANZANIA,379.0,RWE,37.45402277,-6.30343559,WAMI / RUVU,MOROGORO,MVOMERO,1,True,VWC,True,1984.0,OTHER,USER-GROUP,NEVER PAY,SALTY,INSUFFICIENT,GROUNDWATER,OTHER,2011
29920,0.0,2012-12-13,TABORA MUNICIPAL COUNCIL,0.0,MWE,32.81608768,-4.86734799,LAKE TANGANYIKA,TABORA,TABORA URBAN,0,False,VWC,True,0.0,OTHER,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,COMMUNAL STANDPIPE,2012
42826,30.0,2013-02-20,SHAWASA,904.0,SHAWASA,36.98858621,-3.55140919,PANGANI,MANYARA,SIMANJIRO,300,True,WATER AUTHORITY,True,2000.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
55212,20.0,2013-06-03,A/CO GERMANY,878.0,TPP TRUSTMOSHI,37.5369304,-3.38320326,PANGANI,KILIMANJARO,MOSHI RURAL,1,False,WUA,True,2009.0,GRAVITY,USER-GROUP,PER BUCKET,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2013
39537,0.0,2013-01-22,UNKNOWN,1484.0,UNKNOWN,34.56076553,-4.72205778,INTERNAL,SINGIDA,SINGIDA RURAL,1,True,VWC,True,1990.0,OTHER,USER-GROUP,UNKNOWN,UNKNOWN,DRY,GROUNDWATER,OTHER,2013
43814,50.0,2013-02-26,GOVERNMENT OF TANZANIA,1363.0,DWE,37.19260691,-4.45692292,PANGANI,MANYARA,SIMANJIRO,200,True,WATER AUTHORITY,True,2012.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
58252,1000.0,2013-03-28,WORLD VISION,657.0,WORLD VISION,37.85147803,-4.40505638,PANGANI,KILIMANJARO,SAME,50,True,WATER AUTHORITY,True,2010.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
48764,0.0,2013-01-04,GOVERNMENT OF TANZANIA,1503.0,DWE,36.64721214,-3.33536241,PANGANI,ARUSHA,ARUSHA RURAL,150,True,VWC,True,2002.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
66818,0.0,2013-01-31,GOVERNMENT OF TANZANIA,0.0,GOVERNMENT,33.77187376,-3.16258433,LAKE VICTORIA,SHINYANGA,MASWA,0,True,WATER AUTHORITY,False,0.0,GRAVITY,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE MULTIPLE,2013
30532,0.0,2012-10-11,RWSSP,0.0,WEDECO,34.22181671,-3.19779976,INTERNAL,SHINYANGA,MEATU,0,True,WUG,True,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2012
53458,0.0,2011-02-19,RDC,37.0,RDC,39.20632358,-7.68096965,RUFIJI,PWANI,RUFIJI,1,True,VWC,True,1972.0,MOTORPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
50722,0.0,2013-02-07,SNV,914.0,DWE,36.51045802,-10.74926431,RUVUMA / SOUTHERN COAST,RUVUMA,NAMTUMBO,900,False,WUG,False,1999.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
18154,0.0,2011-03-12,GOVERNMENT OF TANZANIA,0.0,GOVER,35.49102994,-6.64751898,RUFIJI,DODOMA,CHAMWINO,0,True,VWC,True,0.0,MOTORPUMP,USER-GROUP,UNKNOWN,GOOD,DRY,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2011
17719,0.0,2013-01-29,FINW,208.0,FINW,39.77467687,-10.74121809,RUVUMA / SOUTHERN COAST,MTWARA,TANDAHIMBA,1,True,WATER BOARD,True,1982.0,SUBMERSIBLE,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
5930,10.0,2011-02-27,DH,441.0,DH,37.14033870000001,-6.78737392,WAMI / RUVU,MOROGORO,KILOSA,100,True,VWC,True,1998.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
57520,0.0,2012-10-22,TOTOLAND,0.0,TOTOLAND,32.56516771,-5.37869667,LAKE TANGANYIKA,TABORA,SIKONGE,0,False,OTHER,True,0.0,HANDPUMP,OTHER,NEVER PAY,GOOD,DRY,GROUNDWATER,HAND PUMP,2012
51351,50.0,2011-03-19,PRIVATE INDIVIDUAL,-15.0,DA,38.89927128,-6.44480744,WAMI / RUVU,PWANI,BAGAMOYO,50,True,COMPANY,True,2007.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,GOOD,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2011
66807,2000.0,2011-03-09,DANIDA,985.0,DANID,35.05827895,-7.8967617,RUFIJI,IRINGA,IRINGA RURAL,1,True,WUA,True,1989.0,GRAVITY,USER-GROUP,ANNUALLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
43438,50.0,2011-03-25,DANIDA,-21.0,DA,39.00817988,-6.48983765,WAMI / RUVU,PWANI,BAGAMOYO,80,True,COMPANY,True,1994.0,SUBMERSIBLE,COMMERCIAL,PER BUCKET,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
20409,0.0,2013-02-25,GOVERNMENT OF TANZANIA,989.0,DWE,37.41605432,-3.33585422,PANGANI,KILIMANJARO,MOSHI RURAL,1,False,VWC,True,1974.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2013
28130,0.0,2011-07-28,NAZARETI,0.0,MASWI,33.09723225,-2.53592642,LAKE VICTORIA,MWANZA,MAGU,0,True,VWC,True,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
71135,1000.0,2011-02-21,IDC,1739.0,DWE,35.46748918,-8.04207888,RUFIJI,IRINGA,IRINGA RURAL,1,True,VWC,True,2009.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
30875,0.0,2011-03-28,DANIDA,0.0,DANIDA,33.31765727,-8.98028741,LAKE RUKWA,MBEYA,MBEYA RURAL,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,ON FAILURE,COLORED,INSUFFICIENT,SURFACE,COMMUNAL STANDPIPE,2011
9213,0.0,2012-11-04,WORLD VISION,0.0,WORLD VISION,33.88363324,-3.18582018,LAKE VICTORIA,SHINYANGA,MASWA,0,True,WUG,False,0.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,SEASONAL,SURFACE,COMMUNAL STANDPIPE,2012
33341,0.0,2011-03-25,UNKNOWN,0.0,UNKNOWN,33.13808851,-9.34118942,LAKE NYASA,MBEYA,ILEJE,0,True,VWC,False,0.0,GRAVITY,USER-GROUP,UNKNOWN,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2011
51458,0.0,2013-01-28,FINW,180.0,FINW,39.80573258,-10.81984005,RUVUMA / SOUTHERN COAST,MTWARA,TANDAHIMBA,1,True,WATER BOARD,True,1982.0,SUBMERSIBLE,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
7648,20.0,2013-02-05,KIJIJI,1415.0,KIJIJI,34.21430209,-5.89830619,INTERNAL,SINGIDA,MANYONI,850,True,VWC,False,1988.0,HANDPUMP,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
63666,0.0,2012-10-19,EFG,0.0,EFG,33.56226303,-3.55994753,INTERNAL,SHINYANGA,KISHAPU,0,False,PARASTATAL,False,0.0,OTHER,PARASTATAL,UNKNOWN,GOOD,SEASONAL,SURFACE,OTHER,2012
21366,0.0,2011-07-21,ALJAZERA,1174.0,DWE,32.87932503,-1.93828441,LAKE VICTORIA,MWANZA,UKEREWE,300,True,VWC,True,2008.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2011
18911,0.0,2011-03-25,COMMU,0.0,COMMU,36.40151666,-6.2288432,WAMI / RUVU,DODOMA,KONGWA,0,True,VWC,False,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
61076,5000.0,2013-02-02,LGA,273.0,LGA,39.04319562,-10.91033417,RUVUMA / SOUTHERN COAST,MTWARA,MASASI,60,True,VWC,True,2008.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
26404,0.0,2013-03-04,KILWATER,803.0,KILWATER,37.56428751,-3.39707768,PANGANI,KILIMANJARO,MOSHI RURAL,1,True,COMPANY,True,2004.0,SUBMERSIBLE,COMMERCIAL,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
38350,0.0,2011-03-14,WORLD BANK,0.0,COSMO,36.36359055,-5.70658106,WAMI / RUVU,DODOMA,KONGWA,0,True,VWC,False,0.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,SALTY,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2011
16368,1000.0,2011-04-17,CI,326.0,CI,37.23908244,-6.46903577,WAMI / RUVU,MOROGORO,KILOSA,320,True,TRUST,True,2003.0,HANDPUMP,COMMERCIAL,MONTHLY,SALTY,INSUFFICIENT,GROUNDWATER,HAND PUMP,2011
20258,25.0,2013-01-17,JICA,235.0,KOKENI,38.87921821,-10.02530049,RUVUMA / SOUTHERN COAST,LINDI,RUANGWA,215,True,VWC,True,2007.0,HANDPUMP,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
7859,0.0,2012-10-29,WORLD VISION,0.0,WORLD VISION,32.01126375,-3.32399607,LAKE TANGANYIKA,SHINYANGA,BUKOMBE,0,True,WUG,True,0.0,HANDPUMP,USER-GROUP,UNKNOWN,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2012
4405,0.0,2011-03-09,GOVERNMENT OF TANZANIA,325.0,DWE,37.66707502,-6.17145209,WAMI / RUVU,MOROGORO,MVOMERO,1,True,VWC,True,2005.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
13917,0.0,2013-02-18,KALITASI,1593.0,KALITASI,37.97372218,-4.21969727,PANGANI,KILIMANJARO,SAME,20,True,VWC,True,2002.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2013
37518,0.0,2013-01-30,GOVERNMENT OF TANZANIA,1294.0,GOVERNMENT,30.0383909,-4.77738235,LAKE TANGANYIKA,KIGOMA,KASULU,970,True,WATER AUTHORITY,True,1976.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE MULTIPLE,2013
16777,500.0,2011-03-09,DHV,829.0,DWE,36.71608582,-8.7497657,RUFIJI,MOROGORO,ULANGA,80,True,WUA,True,1995.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
60400,50.0,2013-02-25,TASAF,1355.0,WATER BOARD,37.18325021,-5.40083266,PANGANI,MANYARA,KITETO,3000,True,VWC,False,2002.0,SUBMERSIBLE,USER-GROUP,PER BUCKET,SALTY,INSUFFICIENT,GROUNDWATER,OTHER,2013
10073,5000.0,2011-02-25,PRIVATE,68.0,DWE,38.86971073,-6.75983823,WAMI / RUVU,PWANI,KIBAHA,2,True,PRIVATE OPERATOR,True,2008.0,MOTORPUMP,COMMERCIAL,MONTHLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
13350,10.0,2013-02-27,GERMANY REPUBLI,1354.0,CES,37.18243624,-3.22521375,PANGANI,KILIMANJARO,HAI,65,True,WATER BOARD,True,1999.0,GRAVITY,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
49688,250.0,2013-02-19,NORAD,1336.0,NORAD,30.21055407,-4.49526067,LAKE TANGANYIKA,KIGOMA,KASULU,540,True,WATER AUTHORITY,True,1988.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2013
13955,0.0,2011-07-15,DANIDA,0.0,CENTRAL GOVERNMENT,33.77550265,-9.57083447,LAKE NYASA,MBEYA,KYELA,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,INSUFFICIENT,GROUNDWATER,COMMUNAL STANDPIPE,2011
40918,0.0,2011-03-25,GOVERNMENT OF TANZANIA,713.0,DWE,38.5108767,-4.9742085,PANGANI,TANGA,KOROGWE,1,True,VWC,True,1976.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
13226,0.0,2011-08-01,LWI,0.0,LWI,34.40192152,-2.93861025,LAKE VICTORIA,SHINYANGA,BARIADI,0,False,PARASTATAL,False,0.0,HANDPUMP,PARASTATAL,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2011
58334,500.0,2013-02-02,TCRS,1192.0,TCRS,31.23380718,-6.24434394,LAKE TANGANYIKA,RUKWA,MPANDA,400,True,VWC,True,1990.0,HANDPUMP,USER-GROUP,ON FAILURE,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
17545,0.0,2013-03-06,GOVERNMENT OF TANZANIA,1435.0,DISTRICT COUNCIL,37.62062181,-3.25916368,PANGANI,KILIMANJARO,ROMBO,1,True,PARASTATAL,True,2005.0,GRAVITY,PARASTATAL,NEVER PAY,GOOD,SEASONAL,GROUNDWATER,COMMUNAL STANDPIPE,2013
59015,0.0,2011-07-25,HESAWA,1159.0,DWE,32.89167912,-2.06623106,LAKE VICTORIA,MWANZA,UKEREWE,500,True,VWC,True,2007.0,OTHER,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2011
3374,2000.0,2011-02-14,IDYDC,1750.0,IDYDC,35.7664773,-8.03521646,RUFIJI,IRINGA,KILOLO,1,True,VWC,True,2008.0,HANDPUMP,USER-GROUP,MONTHLY,COLORED,DRY,GROUNDWATER,HAND PUMP,2011
24887,5.0,2013-03-19,GERMANY REPUBLI,975.0,CES,37.25819110000001,-3.33126128,PANGANI,KILIMANJARO,HAI,50,True,WATER BOARD,True,1999.0,GRAVITY,USER-GROUP,PER BUCKET,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2013
38209,20.0,2013-01-18,KUWASA,919.0,KUWASA,29.64083261,-4.87682639,LAKE TANGANYIKA,KIGOMA,KIGOMA URBAN,3520,False,OTHER,True,1975.0,MOTORPUMP,OTHER,PER BUCKET,GOOD,SEASONAL,SURFACE,COMMUNAL STANDPIPE,2013
46723,500.0,2011-02-04,UNICEF,1502.0,DWE,34.52108826,-8.9718456,RUFIJI,IRINGA,NJOMBE,128,True,WUA,True,1978.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,DRY,SURFACE,COMMUNAL STANDPIPE,2011
62578,1000.0,2013-02-13,DANIDA,621.0,DANIDA,36.8837943,-11.24691168,RUVUMA / SOUTHERN COAST,RUVUMA,TUNDURU,1,True,VWC,False,1990.0,GRAVITY,USER-GROUP,ANNUALLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2013
55412,0.0,2011-02-25,KUWAIT,26.0,KUWAIT,39.32440321,-6.99896038,WAMI / RUVU,PWANI,MKURANGA,70,True,VWC,False,2004.0,OTHER,USER-GROUP,NEVER PAY,GOOD,INSUFFICIENT,GROUNDWATER,OTHER,2011
73903,0.0,2012-10-02,RWSSP,0.0,DWE,32.72327057,-3.86425096,LAKE VICTORIA,SHINYANGA,KAHAMA,0,True,OTHER,True,0.0,OTHER,OTHER,NEVER PAY,UNKNOWN,UNKNOWN,GROUNDWATER,OTHER,2012
52049,0.0,2013-01-28,UNICEF,259.0,UNICEF,38.48470605,-11.15560739,RUVUMA / SOUTHERN COAST,MTWARA,NANYUMBU,86,True,VWC,True,1986.0,OTHER,USER-GROUP,NEVER PAY,GOOD,DRY,GROUNDWATER,OTHER,2013
5862,100.0,2011-03-17,ST,736.0,ST,36.76175769,-7.31298715,RUFIJI,MOROGORO,KILOSA,150,True,VWC,True,2010.0,GRAVITY,USER-GROUP,MONTHLY,GOOD,ENOUGH,SURFACE,COMMUNAL STANDPIPE,2011
15371,300.0,2011-03-16,DHV,250.0,RWE,36.70722462,-8.13530436,RUFIJI,MOROGORO,KILOMBERO,450,True,VWC,True,1997.0,HANDPUMP,USER-GROUP,ON FAILURE,GOOD,INSUFFICIENT,GROUNDWATER,HAND PUMP,2011
47621,0.0,2013-01-19,TANAPA,0.0,TANAPA,33.039211800000004,-2e-08,LAKE VICTORIA,SHINYANGA,BARIADI,0,True,WUG,False,0.0,HANDPUMP,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
21218,0.0,2011-08-07,UNKNOWN,0.0,UNKNOWN,33.59565841,-9.04237479,LAKE NYASA,MBEYA,RUNGWE,0,True,VWC,True,0.0,GRAVITY,USER-GROUP,NEVER PAY,GOOD,ENOUGH,GROUNDWATER,COMMUNAL STANDPIPE,2011
71567,0.0,2013-02-18,NETHERLANDS,0.0,DWE,33.5982842,-2.8364587,LAKE VICTORIA,SHINYANGA,MASWA,0,True,WUG,False,0.0,HANDPUMP,USER-GROUP,ON FAILURE,GOOD,ENOUGH,GROUNDWATER,HAND PUMP,2013
